"datasetstring","idstring","messageslist","directionstring","metadatadict"
"madar_few_shot","madar_few_shot_1389","[{""content"": ""ترجم من الدارجة للفصحى: عافاك سير للشرجم الخامس. <|assistant|> من فضلك ، اذهب إلى النافذة الخامسة . <|user|> ترجم من الدارجة للفصحى: خليني نفكر فداكشي و غادي نعاود نتصل بيك. <|assistant|> دعني أفكر في ذلك ولسوف أتصل بك مرة أخرى ؟ <|user|> ترجم من الدارجة للفصحى: واش غادي تبقى بزاف فنيويورك؟ <|assistant|> هل ستقيم في نيويورك طويلاً ؟ <|user|> ترجم من الدارجة للفصحى: صافي، راك حجزتي."", ""role"": ""user""},{""content"": ""حسنا . لقد قمنا بالحجز لك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_15211","[{""content"": ""ترجم من الدارجة للفصحى: اعطيني شي دوا لآلام المعدة، عافاك."", ""role"": ""user""},{""content"": ""اعطني دواء للمعدة ، من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_6091","[{""content"": ""ترجم من الدارجة للفصحى: عندي الم كبير فكرشي."", ""role"": ""user""},{""content"": ""أشعر بألم طفيف في المعدة ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_17411","[{""content"": ""ترجم من الدارجة للفصحى: أُه, فهامت"", ""role"": ""user""},{""content"": ""آه، فهمت"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_42731","[{""content"": ""ترجم من الدارجة للفصحى: شحال من مرّا كنتي ف أُكرانيا?"", ""role"": ""user""},{""content"": ""كم مرة زرت أوكرانيا؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3043","[{""content"": ""ترجم من الدارجة للفصحى: كا نعيط من المطار. غادي نكون تما معا الربعة تقريباً."", ""role"": ""user""},{""content"": ""أنا أتصل من المطار . سأصل هناك في حوالي الساعة الرابعة ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_10283","[{""content"": ""ترجم من الدارجة للفصحى: ماشي موشكيل"", ""role"": ""user""},{""content"": ""لا مشكلة"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_7649","[{""content"": ""ترجم من الدارجة للفصحى: غادي تدير احسن المرة الجاية، استمر عليه."", ""role"": ""user""},{""content"": ""سوف يتحسن أداؤك في المرة القادمة . واظب على الممارسة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_4477","[{""content"": ""ترجم من الدارجة للفصحى: فين جا المسرح؟"", ""role"": ""user""},{""content"": ""أين المسرح ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_33665","[{""content"": ""ترجم من الدارجة للفصحى: فيكرا مزيانا"", ""role"": ""user""},{""content"": ""فكرة جيدة"", ""role"": ""assistant""}]","dr_msa","null"
"madar_multi_turns","madar_multi_turns_49","[{""content"": ""ترجم من الدارجة للفصحى: لهادوك اللي سالاو الخدمة ""شكرا ليكم بزاف"" كتعبير عن الامتنان ."", ""role"": ""user""},{""content"": "" شكرا جزيلا للتعبير عن الامتنان لهؤلاء الذين انتهوا من العمل ."", ""role"": ""assistant""},{""content"": ""ترجم: واخا نتيري تلتميات دولار بلا كارط فيزا؟"", ""role"": ""user""},{""content"": ""هل يمكن أن أسحب ثلاثمائة دولاراً ببطاقة الفيزا ؟"", ""role"": ""assistant""},{""content"": ""ترجم: على إينا نوع ديال المطعم كا تقلبو؟ واش بغيتو غير تعشاو، ولا بغيتو مطعم فيه بار؟"", ""role"": ""user""},{""content"": ""ما نوع المطعم الذي تبحث عنه ؟ هل تريد فقط تناول العشاء , أم أنك تبحث عن مطعم فيه بار ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_821","[{""content"": ""ترجم من الدارجة للفصحى: سافرت بطّيارا بزاف ديال لمرات <|assistant|> لقد طرت عدة مرات <|user|> ترجم من الدارجة للفصحى: ماشي شي حاجا نيت <|assistant|> ليس بالأمر الكبير <|user|> ترجم من الدارجة للفصحى: لباب مقفول <|assistant|> الباب مُقفَل <|user|> ترجم من الدارجة للفصحى: التاصل بييّا ف أي نهار"", ""role"": ""user""},{""content"": ""اتصل بي في أي يوم"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10861","[{""content"": ""ترجم من الدارجة للفصحى: زيدني البيض، عفاك."", ""role"": ""user""},{""content"": ""المزيد من البيض من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_179","[{""content"": ""ترجم من الدارجة للفصحى: ولكن البحرية الملكية كانت مازال قوية بزاف من البحرية الألمانية (""كريغسمارينه"") وكانت تقدر تدمر أي أسطول غزو كيجي من القناة الإنجليزية."", ""role"": ""user""},{""content"": ""لكن البحرية الملكية كانت لا تزال أقوى كثيراً من البحرية الألمانية (""كريغسمارينه"") وكان بوسعها أن تدمر أي أسطول غزو يتم إرساله عبر القناة الإنجليزية."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1689","[{""content"": ""ترجم من الدارجة للفصحى: انا طالب سنة اولى جديد. ماعرفتش كيفاش ندير نسجل راسي. واخا تعاوني؟ <|assistant|> أنا طالب مستجدّ بالسنة الأولى . لا أعرف كيف أسجل نفسي . هل يمكن أن تساعدني ؟ <|user|> ترجم من الدارجة للفصحى: عافاك قول لي العنوان ديالك. <|assistant|> من فضلك أخبرني عن عنوانك . <|user|> ترجم من الدارجة للفصحى: واش كاين طوبيس دالمطار اللي كيوصل لأوطيل شيراتون؟ <|assistant|> هل يوجد هناك أي أتوبيس من المطار إلى فندق الشيراتون ؟ <|user|> ترجم من الدارجة للفصحى: ماقدرتش نحرك رجلي اليسار حيت كتضرني بزاف."", ""role"": ""user""},{""content"": ""لا أستطيع تحريك ساقي اليسرى لأنها تؤلمني كثيرا ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_10535","[{""content"": ""ترجم من الدارجة للفصحى: كانفضّل تقاشر ديال لقطن"", ""role"": ""user""},{""content"": ""أفضل الجوارب القطنية"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9459","[{""content"": ""ترجم من الدارجة للفصحى: بغيت خاتم خطوبة."", ""role"": ""user""},{""content"": ""أريد خاتم خطوبة ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1271","[{""content"": ""ترجم من الدارجة للفصحى: واش نستعمل الحمام أولا الدوش الليلة؟"", ""role"": ""user""},{""content"": ""هل لي أن استخدم الحمام أو الدش الليلة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_27761","[{""content"": ""ترجم من الدارجة للفصحى: والاكين لحاقيقا أقال رومانسيا - فيها تسماك, نسيان, أُ صداع أُ ل ألام."", ""role"": ""user""},{""content"": ""لكن الواقع أقل رومانسية - إنه في الغالب ضعف السمع، والنسيان، والآلام والأوجاع."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_8827","[{""content"": ""ترجم من الدارجة للفصحى: اسمح ليا، فين كاين مكتب البريد؟"", ""role"": ""user""},{""content"": ""معذرة . أين مكتب البريد ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_15641","[{""content"": ""ترجم من الدارجة للفصحى: كيفاش كتتنطق السمية دهاد البلاصة؟"", ""role"": ""user""},{""content"": ""كيف تنطق الاسم الخاص بهذا المكان ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_15863","[{""content"": ""ترجم من الدارجة للفصحى: جوج دالناس."", ""role"": ""user""},{""content"": ""شخصان ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12193","[{""content"": ""ترجم من الدارجة للفصحى: عندك تريبلي ديال اليفر ديالي."", ""role"": ""user""},{""content"": ""لديك ثلاثة أضعاف ما أملك أنا من الكتب ."", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_713","[{""content"": ""ترجم من الدارجة للفصحى: الحفاظ على طاقة صحية متوازنة وتتبع نظام فعال لشرب الماء وفهم مختلف أوجه التغذية التكيلية يقدر يعاون الرياضيين يطورو الأداء ديالهم ويزيد المتعة بالرياضة."", ""role"": ""user""},{""content"": ""إن الحفاظ على التوازن الصحي للطاقة، وممارسة عادات الترطيب الفعّالة، وفهم الجوانب المختلفة لممارسات المكملّات الغذائية من شأنه أن يساعد الرياضيين في تحسين أدائهم وزيادة مستوى تمتعهم بالرياضة."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_1613","[{""content"": ""ترجم من الدارجة للفصحى: واخا، أنا كنفضل الريحة اللي ما تكونش حلوة بزاف. <|assistant|> حسنا ، أفضل عطراً ليس فائح الرائحة جدا . <|user|> ترجم من الدارجة للفصحى: شكون غادي يدوز فالأوبيرا هاد العشية؟ <|assistant|> ما المعروض في الأوبرا الليلة ؟ <|user|> ترجم من الدارجة للفصحى: شكون اللخر على الخط؟ <|assistant|> من هو آخر الطابور ؟ <|user|> ترجم من الدارجة للفصحى: اسمح ليا، نقدر ناخد تصويرتك، عافاك؟"", ""role"": ""user""},{""content"": ""عفوا ، هل التقط لك صورة من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_multi_turns","madar_multi_turns_1381","[{""content"": ""ترجم من الدارجة للفصحى: أهلا. بغيت نطلب قهوة وسندويش."", ""role"": ""user""},{""content"": ""مرحباً . أريد أن أطلب قهوة ووجبة سندوتشات سريعة ."", ""role"": ""assistant""},{""content"": ""ترجم: آه. هادشي لي ختارينا."", ""role"": ""user""},{""content"": ""نعم ، فعلنا . هذا هو اختيارنا ."", ""role"": ""assistant""},{""content"": ""ترجم: صرف هاد الشي للدولار، عافاك."", ""role"": ""user""},{""content"": ""بدل هذا بدولارات ، من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_1811","[{""content"": ""ترجم من الدارجة للفصحى: هاد لمتطلبات تدارت باش تنظم لهجرة مابين الدول بجوج."", ""role"": ""user""},{""content"": ""تم نشأة هذه المتطلبات لتوفير تدفق هجرةٍ مُنظمٍ بين البلدين."", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_3527","[{""content"": ""ترجم من الدارجة للفصحى: أهيا, نمشيو أُنلعبو تنيس? <|assistant|> هيا لنذهب ونلعب التنس؟ <|user|> ترجم من الدارجة للفصحى: هادي قهوا بيضا, حيت ماعمرني دقتها. <|assistant|> إنها قهوة بيضاء، لأنني لم أتذوقها من قبل. <|user|> ترجم من الدارجة للفصحى: أُ أش بالّيك نمشيو ل سينما? <|assistant|> ما رأيك في الذهاب إلى السينما؟ <|user|> ترجم من الدارجة للفصحى: بزّاف ديال لأمور"", ""role"": ""user""},{""content"": ""أشياء كثيرة"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_6749","[{""content"": ""ترجم من الدارجة للفصحى: كيفاش بغيتي تخرج لجّردا فاهد ليامات الجايّين?"", ""role"": ""user""},{""content"": ""كيف تود الذهاب إلى الحديقة في الأيام القليلة القادمة؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5125","[{""content"": ""ترجم من الدارجة للفصحى: واخا تعطيني شي شومبر اخرا، عفاك؟"", ""role"": ""user""},{""content"": ""هل يمكنك أن تعطيني غرفة مختلفة ، من فضلك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_21473","[{""content"": ""ترجم من الدارجة للفصحى: أشناهييا الانعكاسات السياسيا ولا الاجتيماعيا?"", ""role"": ""user""},{""content"": ""ما هي الانعكاسات السياسية أو الاجتماعية؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_25307","[{""content"": ""ترجم من الدارجة للفصحى: يالّاه نقسمو"", ""role"": ""user""},{""content"": ""لنتشارك."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_16439","[{""content"": ""ترجم من الدارجة للفصحى: واخا هاكّاك أنا وصلت ل واحد الناتيجا"", ""role"": ""user""},{""content"": ""ومع ذلك، لقد توصلت إلى الاستنتاج"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_32525","[{""content"": ""ترجم من الدارجة للفصحى: واش ماشي حسّن أنّانا نفكّرو فشي حاجة إجابيا أُ كاتنشّط"", ""role"": ""user""},{""content"": ""ألن يكون من الأفضل لو فكرنا في شيء إيجابي وممتع؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_37055","[{""content"": ""ترجم من الدارجة للفصحى: أنا أدونيس"", ""role"": ""user""},{""content"": ""أنا أدونيس"", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_289","[{""content"": ""ترجم من الدارجة للفصحى: واخا تشرح للعامل ديال التلفون؟ <|assistant|> هل تريد أن تشرحها لعامل التليفونات ؟ <|user|> ترجم من الدارجة للفصحى: أكيد. غادي يكون موجود من هنا للخميس. <|assistant|> طبعا . ستكون جاهزة قبل حلول الثلاثاء . <|user|> ترجم من الدارجة للفصحى: خليني نتصل بيه. <|assistant|> لنتصل به هاتفيا . <|user|> ترجم من الدارجة للفصحى: إينا ماركا هادا؟"", ""role"": ""user""},{""content"": ""ما هذه الماركة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_4799","[{""content"": ""ترجم من الدارجة للفصحى: شحال ديال لوقت ونتا كاتسنّا? <|assistant|> منذ متى وأنت تنتظر؟ <|user|> ترجم من الدارجة للفصحى: غادي تخرّج هاد لعام <|assistant|> ستتخرج هذا العام <|user|> ترجم من الدارجة للفصحى: فلخدما ديالك أُلّا علا برّا <|assistant|> في عملك أو في مكان آخر <|user|> ترجم من الدارجة للفصحى: مالقيتوش"", ""role"": ""user""},{""content"": ""لم أجده"", ""role"": ""assistant""}]","dr_msa","null"
"doda_multi_turns","doda_multi_turns_2885","[{""content"": ""ترجم من الدارجة للفصحى: حطّيت أحسان جوزء فلورقا ديالي."", ""role"": ""user""},{""content"": ""وضعت الجزء الأفضل في نسختي."", ""role"": ""assistant""},{""content"": ""ترجم: واش عندك لخوبز سخون?"", ""role"": ""user""},{""content"": ""هل لديكم خبز ساخن؟"", ""role"": ""assistant""},{""content"": ""ترجم: شكون لي كان خاسّو إتفاود علا لعاقد?"", ""role"": ""user""},{""content"": ""من كانت مهمته التفاوض على العقد؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_15791","[{""content"": ""ترجم من الدارجة للفصحى: اه، عافاك . غادي نبقا تانتسنا فالمكالمة."", ""role"": ""user""},{""content"": ""نعم ، من فضلك اعملها . سأكون بانتظار مكالمتك ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_16475","[{""content"": ""ترجم من الدارجة للفصحى: أُه, والاكين راه تانتعلّم بزّاف"", ""role"": ""user""},{""content"": ""آه، ولكنني أتعلم الكثير"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12777","[{""content"": ""ترجم من الدارجة للفصحى: كاين شي محال ديال دانهيل هنا؟"", ""role"": ""user""},{""content"": ""هل يوجد محل دنهيل قريب من هنا ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda_few_shot","doda_few_shot_3173","[{""content"": ""ترجم من الدارجة للفصحى: الشرجم مسدود <|assistant|> النافذة مغلقة <|user|> ترجم من الدارجة للفصحى: شنو لأعراض اللي فيك? <|assistant|> ما هي أعراضك؟ <|user|> ترجم من الدارجة للفصحى: والاكين فنافس لواقت, تبعّد علا لأرض, بلا جاديبييا, لأمر مختالف <|assistant|> ولكن في نفس الوقت، كونك بعيدًا عن الأرض، بدون جاذبية، فهو مختلف <|user|> ترجم من الدارجة للفصحى: كفتا ديال اللحم"", ""role"": ""user""},{""content"": ""لحم مفروم"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_4537","[{""content"": ""ترجم من الدارجة للفصحى: شحال كا دير غرفة مدوبلة؟"", ""role"": ""user""},{""content"": ""بكم الغرفة المزدوجة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_34139","[{""content"": ""ترجم من الدارجة للفصحى: شعل لبوطا"", ""role"": ""user""},{""content"": ""شغّل البوتاجاز"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13101","[{""content"": ""ترجم من الدارجة للفصحى: شنو هوما لأفلام لي كاينين دابا؟"", ""role"": ""user""},{""content"": ""ما هي الأفلام التي تُعرض الآن ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar_multi_turns","madar_multi_turns_1387","[{""content"": ""ترجم من الدارجة للفصحى: سير نيشان فهاد الزنقة. راه على اليسار ديالك."", ""role"": ""user""},{""content"": ""استمر في نفس الاتجاه بهذا الشارع . إنها على يسارك ."", ""role"": ""assistant""},{""content"": ""ترجم: هاد الضرسة تهرسات."", ""role"": ""user""},{""content"": ""هذه السنة كسرت ."", ""role"": ""assistant""},{""content"": ""ترجم: منين كنضغط على لثتي، كتنزف."", ""role"": ""user""},{""content"": ""تنزف لثتي عندما أضغط عليها ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10627","[{""content"": ""ترجم من الدارجة للفصحى: اطلبت فنجان آخر دالقهوة بالغلط."", ""role"": ""user""},{""content"": ""لقد طلبت كوباً من القهوة مرة ثانية بطريق الخطأ ."", ""role"": ""assistant""}]","dr_msa","null"
"madar_few_shot","madar_few_shot_57","[{""content"": ""ترجم من الدارجة للفصحى: باليزة حمرا فيها علامة. <|assistant|> إنها حقيبة حمراء اللون و بها عروة معدنية . <|user|> ترجم من الدارجة للفصحى: نعم، بلحاق خصنا مبلغ إضافي للتوصيل. <|assistant|> أجل ، ولكن نطلب منك رسم التوصيل . <|user|> ترجم من الدارجة للفصحى: واو داز عام كولو؟ لوقت كايدوز دغيا. ضاروري مانرجع. قوليا غي فين و معاياش. <|assistant|> هل كانت سنة بالفعل ؟ الوقت حقاً يمر سريعاً . بالطبع , سوف أحضر . فقط أخبرني الوقت و المكان . <|user|> ترجم من الدارجة للفصحى: واش شفتي المشتبه فيه مزيان؟"", ""role"": ""user""},{""content"": ""هل نظرت إلى المشتبه فيه جيداً ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5003","[{""content"": ""ترجم من الدارجة للفصحى: فين يمكن نتسجل لرحلات الطيران الدولية؟"", ""role"": ""user""},{""content"": ""أين يمكن أن أسجل للخدمة الدولية ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_24323","[{""content"": ""ترجم من الدارجة للفصحى: واجد?"", ""role"": ""user""},{""content"": ""هل أنت جاهز؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9693","[{""content"": ""ترجم من الدارجة للفصحى: عافاك جيب ليا الصابون."", ""role"": ""user""},{""content"": ""من فضلك أحضر لي قطعة من الصابون"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_20843","[{""content"": ""ترجم من الدارجة للفصحى: واخا, واخا."", ""role"": ""user""},{""content"": ""حسنًا، حسنًا."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12627","[{""content"": ""ترجم من الدارجة للفصحى: بالصح؟ هادا لطف منك تقول هاد الشي."", ""role"": ""user""},{""content"": ""حقا ؟ إنه لطف منك أن تقول ذلك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar_multi_turns","madar_multi_turns_361","[{""content"": ""ترجم من الدارجة للفصحى: فين كاينة السينما؟"", ""role"": ""user""},{""content"": ""أين مسرح السينما ؟"", ""role"": ""assistant""},{""content"": ""ترجم: شكوا ليك. يعني غادي نوصل فالصباح بكري. واش كتضن باللي نقدر ناخد الميترو للمدينة؟"", ""role"": ""user""},{""content"": ""شكراً . هذا يعني أننا سنصل باكر صباحاً . هل تظن أنني أستطيع أن أستقل قطار الأنفاق لوسط المدينة ؟"", ""role"": ""assistant""},{""content"": ""ترجم: شي موناضا، عفاك."", ""role"": ""user""},{""content"": ""أريد عصير ليمون ، من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_11471","[{""content"": ""ترجم من الدارجة للفصحى: والاكين مازال كاتخافي من طاياران, واخا نتي مولّفا?"", ""role"": ""user""},{""content"": ""ولكنك ما زلت تخاف من الطيران، على الرغم من أنك مسافر دائم؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11043","[{""content"": ""ترجم من الدارجة للفصحى: راها خمسة دولار ."", ""role"": ""user""},{""content"": ""إنها خمسة دولارات ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_34061","[{""content"": ""ترجم من الدارجة للفصحى: ل 5 تلأجيال?"", ""role"": ""user""},{""content"": ""لمدة 5 أجيال؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_33473","[{""content"": ""ترجم من الدارجة للفصحى: أه فكرا مزيانا, والاكين ماعندناش خيما"", ""role"": ""user""},{""content"": ""نعم، هذه فكرة جيدة، ولكن ليس لدينا خيمة"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11023","[{""content"": ""ترجم من الدارجة للفصحى: واش غادي تكون حافلة للمدينة من بعد المباراة؟"", ""role"": ""user""},{""content"": ""هل يوجد هناك أية حافلة تتجه إلى المدينة عقب المباراة ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_3321","[{""content"": ""ترجم من الدارجة للفصحى: مع التأمين، عافاك."", ""role"": ""user""},{""content"": ""بالتأمين من فضلك ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11101","[{""content"": ""ترجم من الدارجة للفصحى: شنو تبغي للعشا، اللحم ولا الحوت؟"", ""role"": ""user""},{""content"": ""أيهما تفضل في العشاء ، لحم بقري أم سمك ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_18131","[{""content"": ""ترجم من الدارجة للفصحى: ماتّيحش"", ""role"": ""user""},{""content"": ""لا تقع فيها"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_9503","[{""content"": ""ترجم من الدارجة للفصحى: كان نهاري مكالمي"", ""role"": ""user""},{""content"": ""كان يومي هادئًا"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_821","[{""content"": ""ترجم من الدارجة للفصحى: فين غاتصافر هاد الصيف?"", ""role"": ""user""},{""content"": ""أين ستسافر هذا الصيف؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda_multi_turns","doda_multi_turns_2417","[{""content"": ""ترجم من الدارجة للفصحى: لعانداليب راه ماكايناش بزاف"", ""role"": ""user""},{""content"": ""العنادل نادرة جدًا"", ""role"": ""assistant""},{""content"": ""ترجم: شحال من لوغا كاتهضر?"", ""role"": ""user""},{""content"": ""كم لغة تتحدث؟"", ""role"": ""assistant""},{""content"": ""ترجم: واش كايعجبك لكحل?"", ""role"": ""user""},{""content"": ""هل تحب اللون الأسود؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_10379","[{""content"": ""ترجم من الدارجة للفصحى: اشنو هو الحجر جالب الحظ لشهر يونيو؟"", ""role"": ""user""},{""content"": ""ما هو حجر البخت ليونيو ؟"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_41645","[{""content"": ""ترجم من الدارجة للفصحى: إمكان كاينا إشارا هنا."", ""role"": ""user""},{""content"": ""ربما يوجد إشارة هنا."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_4375","[{""content"": ""ترجم من الدارجة للفصحى: سميتي إيليزابيط."", ""role"": ""user""},{""content"": ""اسمي إليزابيث ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1059","[{""content"": ""ترجم من الدارجة للفصحى: عافاك اعطي رأيك بصراحة فهاد الشي."", ""role"": ""user""},{""content"": ""من فضلك أعطني رأيك بصراحة في هذا ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_1257","[{""content"": ""ترجم من الدارجة للفصحى: راني بقيت على برا. واخا تعطيني الدوبل ديال الساروت، عفاك؟"", ""role"": ""user""},{""content"": ""لقد أغلقت الغرفة وأنا خارجها . هل تسمح لي باستعارة نسخة أخرى من المفتاح ، لطفاً ؟"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_5005","[{""content"": ""ترجم من الدارجة للفصحى: كاينين جوج أنواع، هادي و هاديك."", ""role"": ""user""},{""content"": ""يوجد نوعان , هذا وذاك ."", ""role"": ""assistant""}]","dr_msa","null"
"flores+","flores+_377","[{""content"": ""ترجم من الدارجة للفصحى: غالب مكتعطاش لتصوير البرية لقيمة ديالو، ولكن كيفما تيقولو على التصوير بصفة عامة، صورة وحدة كتكون بألف كلمة."", ""role"": ""user""},{""content"": ""غالبًا ما يتم اعتبار تصوير الحياة البرية أمراً مسلماً به، ولكن مثل التصوير الفوتوغرافي بشكل عام، فإن الصورة تساوي ألف كلمة."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_3293","[{""content"": ""ترجم من الدارجة للفصحى: أُلّا ندووش مورا نهار ف لحاقل"", ""role"": ""user""},{""content"": ""أو الاستحمام بعد يوم في الميدان"", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_35483","[{""content"": ""ترجم من الدارجة للفصحى: كاناخد طيارا كول سيمانا"", ""role"": ""user""},{""content"": ""أركب الطائرة كل أسبوع"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_13425","[{""content"": ""ترجم من الدارجة للفصحى: ما بغيتهوش منزوع."", ""role"": ""user""},{""content"": ""لا أريد إزالتها ."", ""role"": ""assistant""}]","dr_msa","null"
"doda","doda_38999","[{""content"": ""ترجم من الدارجة للفصحى: تعليمات هاهوما هنا"", ""role"": ""user""},{""content"": ""التعليمات موجودة هنا"", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_9579","[{""content"": ""ترجم من الدارجة للفصحى: شكرا. حتى لاشمن وقت كتبقى خدمة الطابق متوفرة؟"", ""role"": ""user""},{""content"": ""شكراً . إلى أي وقت متأخر أستطيع الحصول على خدمة الغرف ؟"", ""role"": ""assistant""}]","dr_msa","null"
"flores+_few_shot","flores+_few_shot_167","[{""content"": ""ترجم من الدارجة للفصحى: ال ""زيارة"" النموذجية كتضمن السفر إلى مطار أورلاندو الدولي ، والانتقال بالطوبيس/الحافلة لْ أحد لوطيلات ديال ديزني فالموقع ،أو تدواز/قضاء حوالي سيمانة بلا مغادرة أراضي ديزني ، والرجوع ل الدار. <|assistant|> تتضمن الزيارة ""التقليدية"" السفر إلى مطار أورلاندو الدولي، والانتقال إلى أحد فنادق ديزني في الموقع، وقضاء حوالي أسبوع دون مغادرة ملكية ديزني والعودة إلى الوطن. <|user|> ترجم من الدارجة للفصحى: تقدر إنفلونزا الطيورتجي للطيور والثدييات بجوج. <|assistant|> يمكن أن تصيب إنفلونزا الطيور، أو الإنفلونزا المتعلقة بالطيور بشكلٍِ أكثر رسمية، الطيور والثدييات. <|user|> ترجم من الدارجة للفصحى: ومع ذلك ، را هادي مشكلة صعيب الحل ديالها أو خاصها سنوات عديدة قبل ما نشوفو بناء مفاعلات اندماج مفيدة. <|assistant|> وعلى الرغم من ذلك، فإنها معضلة من الصعب حلها وستستغرق سنين طوال قبل أن نشهد بناء مفاعلات اندماج ذات نفع. <|user|> ترجم من الدارجة للفصحى: تشارلز حضر الجامعة في كلية ترينتي في كامبردج فين قرا الأنتروبولوجيا وعلم الآثار والتاريخ، ومن بعد خدا 2:2 (المرتبة الدنيا الثانية)."", ""role"": ""user""},{""content"": ""بيد أن تشارلز حضر الجامعة في كلية ترينتي في كامبردج حيث درس الأنتروبولوجيا و علم الآثار والتاريخ لاحقاً. حيث حصل على 2:2 (المرتبة الدنيا الثانية)."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_11161","[{""content"": ""ترجم من الدارجة للفصحى: بغيت تذكرة اجديدة."", ""role"": ""user""},{""content"": ""أريد تذكرة جديدة ."", ""role"": ""assistant""}]","dr_msa","null"
"madar","madar_12997","[{""content"": ""ترجم من الدارجة للفصحى: فييا لي غيغل."", ""role"": ""user""},{""content"": ""لدي فترة ."", ""role"": ""assistant""}]","dr_msa","null"
