"dataset
string","id
string","messages
list","direction
string","metadata
dict"
"nllb-seed","nllb-seed_4259","[{""content"": ""ترجم من الدارجة للإنجليزية: كانو شافو أنه خاص يكون قبول المجموعات أحادية النمط الخلوي غير بحال رتب رسمية في التصنيف وأنه - في حين أن هاد النهج كان غير عملي في وقت سابق (كيخصو ""حرفيًا عشرات الممالك حقيقيات النوى"") - حيت ولى من الممكن دبا تقسم حقيقيات النوى ل ""مجموعات رئيسية قليلة واقيلا تكون كاملة أحادية النمط الخلوي""."", ""role"": ""user""},{""content"": ""They held that only monophyletic groups should be accepted as formal ranks in a classification and that – while this approach had been impractical previously (necessitating ""literally dozens of eukaryotic 'kingdoms) – it had now become possible to divide the eukaryotes into ""just a few major groups that are probably all monophyletic""."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_8193","[{""content"": ""ترجم من الدارجة للإنجليزية: أُنتا أ سيدي?"", ""role"": ""user""},{""content"": ""What about you, boss?"", ""role"": ""assistant""}]","dr_en","null"
"flores+_multi_turns","flores+_multi_turns_381","[{""content"": ""ترجم من الدارجة للإنجليزية: باش تحصل على صوت زايد فالأكورديون خاص تستعمل المنفاخ بشوية دالضغط أو السرعة."", ""role"": ""user""},{""content"": ""On the accordion, to get extra volume, you use the bellows with more pressure or speed."", ""role"": ""assistant""},{""content"": ""ترجم: بوجه عام، لجلاس في أي دولة أجنبية لمدة طويلة كيتطلب تاخد فيزا من قبل."", ""role"": ""user""},{""content"": ""In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance."", ""role"": ""assistant""},{""content"": ""ترجم: كتتكون الحيوانات من بزاف ديال الخلايا. كياكلوا شي حاجات وكيهضموها لداخل. كاع الحيوانات كتقدر تتحرك."", ""role"": ""user""},{""content"": ""Animals are made of many cells. They eat things and digest them inside. Most animals can move."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_33135","[{""content"": ""ترجم من الدارجة للإنجليزية: الناموسييّا موريحا"", ""role"": ""user""},{""content"": ""the bed is comfortable"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_18057","[{""content"": ""ترجم من الدارجة للإنجليزية: كانتمانا يكون شي حادّ ليجا يعتاقنا"", ""role"": ""user""},{""content"": ""I hope it's someone who has come to rescue us!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_41457","[{""content"": ""ترجم من الدارجة للإنجليزية: زاإد منين يكون عاندنا فاإض, غادي نبيعو لشي حاد موباشارا ولا غادي نتبادلو باش نلقاو تاوصيلا موناسّيبا"", ""role"": ""user""},{""content"": ""Also when we have surplus we will sell to someone else directly or exchange for a more timely delivery"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_1707","[{""content"": ""ترجم من الدارجة للإنجليزية: شبعت"", ""role"": ""user""},{""content"": ""I'm full"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_6971","[{""content"": ""ترجم من الدارجة للإنجليزية: او ولى الإطار المرجعي لمدارات البث في 28 يونيو 1994."", ""role"": ""user""},{""content"": ""It became the reference frame for broadcast orbits on June 28, 1994."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_19281","[{""content"": ""ترجم من الدارجة للإنجليزية: دووزت واهد نهار مافيه مايتشاف."", ""role"": ""user""},{""content"": ""I had a really bad day."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_653","[{""content"": ""ترجم من الدارجة للإنجليزية: تستعمل المصطلح فبداية الأمر لتمييز هاد النوع من الكسر على الكسر الستيني المستعمل في علم الفلك."", ""role"": ""user""},{""content"": ""The term was originally used to distinguish this type of fraction from the sexagesimal fraction used in astronomy."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_28809","[{""content"": ""ترجم من الدارجة للإنجليزية: فيهوم لإستبطان أُ مملّين بزاف"", ""role"": ""user""},{""content"": ""they're so introspective and boring"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5745","[{""content"": ""ترجم من الدارجة للإنجليزية: في الواقع أن المقياس صحيح (كيه = 1) على خط الاستواء بحيث أن ضرب طوله على خريطة مطبوعة بعكس الكسر التمثيلي (أو المقياس الرئيسي) كيمنح المحيط الفعلي الأرض."", ""role"": ""user""},{""content"": ""The scale is true (k=1) on the equator so that multiplying its length on a printed map by the inverse of the RF (or principal scale) gives the actual circumference of the Earth."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_7119","[{""content"": ""ترجم من الدارجة للإنجليزية: بمعنى، ما دام الفيزيك تيحتاج للهضرة على الإلكترونات شرح كفاش تتشعل البولات ديال الضو هكداك، ضروري إذن من الإلكترونات."", ""role"": ""user""},{""content"": ""That is, since physics needs to talk about electrons to say why light bulbs behave as they do, then electrons must exist."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_41241","[{""content"": ""ترجم من الدارجة للإنجليزية: أه, إدن غادي تكون نتا دكي عليا"", ""role"": ""user""},{""content"": ""Ah, you must be cleverer than me then!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_14673","[{""content"": ""ترجم من الدارجة للإنجليزية: كانأمن ب ڭاع الروسول"", ""role"": ""user""},{""content"": ""I believe in all prophets"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_35901","[{""content"": ""ترجم من الدارجة للإنجليزية: هاني جاي دابا"", ""role"": ""user""},{""content"": ""I'm coming right now"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5725","[{""content"": ""ترجم من الدارجة للإنجليزية: ومن ثم، كيقضي بزاف ديال الخريجين السنوات القليلة الولى بعد التخرج في تحديد خطوتهم الجاية،وهو لليك يتسبب في الحصول على دخل هابط في بداية مسيرتهم المهنية؛ من ناحية أخرى، كينخرط الخريجين ديال البرامج ذات التوجيه الوظيفي في سوق العمل بشكل أسرع."", ""role"": ""user""},{""content"": ""Consequently, many spend the first few years after graduation deciding what to do next, resulting in lower incomes at the start of their career; meanwhile, graduates from career-oriented programs experience more rapid entry into the labour market."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_4659","[{""content"": ""ترجم من الدارجة للإنجليزية: حشوما"", ""role"": ""user""},{""content"": ""It's a shame"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3655","[{""content"": ""ترجم من الدارجة للإنجليزية: كانت الفلسفات الرئيسية فهاد الوقت هي الكونفوشية والشرعية والموهية وفلسفة الإصلاح الزراعي والطاوية، وكان لكل وحدة فيهم جانب سياسي في المدارس ديالهم الفلسفية."", ""role"": ""user""},{""content"": ""The major philosophies during the period, Confucianism, Legalism, Mohism, Agrarianism and Taoism, each had a political aspect to their philosophical schools."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_39501","[{""content"": ""ترجم من الدارجة للإنجليزية: ملي كايڭول ل شعيب بلي راه بغا إبدّل لجو"", ""role"": ""user""},{""content"": ""when he tells Chouaib he needs a change of air"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5433","[{""content"": ""ترجم من الدارجة للإنجليزية: المناقشات كانت نسبت ظهور القلاع عادة كرد فعل على هجمات المجريين والإسلاميين والفايكنج، ولضرورة وجود خطوط دفاعية خاصة."", ""role"": ""user""},{""content"": ""Discussions have typically attributed the rise of the castle to a reaction to attacks by Magyars, Muslims, and Vikings and a need for private defence."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_26619","[{""content"": ""ترجم من الدارجة للإنجليزية: پوپ أيكون مبارّاع"", ""role"": ""user""},{""content"": ""pop will be great"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_40533","[{""content"": ""ترجم من الدارجة للإنجليزية: واش نتا دمدوما?"", ""role"": ""user""},{""content"": ""Are you stupid?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_8835","[{""content"": ""ترجم من الدارجة للإنجليزية: واش كتظن بلي هاد توت كايتكال"", ""role"": ""user""},{""content"": ""Do you think those berries are edible?"", ""role"": ""assistant""}]","dr_en","null"
"flores+_few_shot","flores+_few_shot_201","[{""content"": ""ترجم من الدارجة للإنجليزية: لمدينة لقديمة في تلال يهودا عندها تاريخ زوين كيمتد لآلاف السنين. <|assistant|> The ancient city in the Judean Hills has a fascinating history spanning thousands of years. <|user|> ترجم من الدارجة للإنجليزية: وهي مرتبة في الليست داليونسكو للتراث العالمي. <|assistant|> They are listed on the UNESCO World Heritage List. <|user|> ترجم من الدارجة للإنجليزية: الجريمة، وسوء النية تجاه الأجانب بشكل عام ماشي معروفة في الواقع في جرينلاند. حتى في المدن ماكيناش ""مناطق الخطر."" <|assistant|> Crime, and ill-will toward foreigners in general, is virtually unknown in Greenland. Even in the towns, there are no ""rough areas."" <|user|> ترجم من الدارجة للإنجليزية: قال السيد كوستيلو أنه فاش غيصبح إنتاج الطاقة النووية متاح اقتصاديا غادي تبدا أستراليا الاستعمال ديالو."", ""role"": ""user""},{""content"": ""Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_20715","[{""content"": ""ترجم من الدارجة للإنجليزية: شنو اللي غايكبر?"", ""role"": ""user""},{""content"": ""What will grow?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5661","[{""content"": ""ترجم من الدارجة للإنجليزية: الألمان كرسو راسهوم لنواديهم ورابطاتهم التطوعية ومنظماتهم المهنية بسبب الإحباط من إخفاقات الحكومة الوطنية والأحزاب السياسية، للي ساعد في تقويض جمهورية فايمار وتيسير صعود هتلر للسلطة""."", ""role"": ""user""},{""content"": ""Germans threw themselves into their clubs, voluntary associations, and professional organizations out of frustration with the failures of the national government and political parties, thereby helping to undermine the Weimar Republic and facilitate Hitler's rise to power."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_19221","[{""content"": ""ترجم من الدارجة للإنجليزية: والاكين غادي ناخاد كوكا."", ""role"": ""user""},{""content"": ""But I'm gonna get a Coke, though."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_7237","[{""content"": ""ترجم من الدارجة للإنجليزية: مبقتش السيطرة العربية على المنطقة في منتصف القرن الحادي عشر بسبب قدوم السلاجقة الأتراك، واللي هاجروا جنوبا من الأراضي التركية إلى وسط أسيا."", ""role"": ""user""},{""content"": ""Arab domination of the region ended in the mid-11th century with the arrival of the Seljuq Turks, migrating south from the Turkic homelands in Central Asia."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_21495","[{""content"": ""ترجم من الدارجة للإنجليزية: ماعندكش شي كتاب ولا شي شاباكا?"", ""role"": ""user""},{""content"": ""Don't you have a book or crossword puzzles?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_23721","[{""content"": ""ترجم من الدارجة للإنجليزية: واش نقدر نتسلّف تقاشرك?"", ""role"": ""user""},{""content"": ""Can I borrow your socks?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1063","[{""content"": ""ترجم من الدارجة للإنجليزية: تتحرك الذرات فالخوا، وتتفاعل مع بعضياتها مشكلة التعددية في العالم لي تنعيشو فيه، بأسلوب ميكانيكي قح."", ""role"": ""user""},{""content"": ""Atoms move within the void, interact with each other, and form the plurality of the world we live in, in a purely mechanical manner."", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_2433","[{""content"": ""ترجم من الدارجة للإنجليزية: كانت واحد لبنيا سغيرا سميتها أنيا ماكنّاش كانتخليوها بوحدها"", ""role"": ""user""},{""content"": ""There was a poor girl there called Anya who we wouldn't leave alone"", ""role"": ""assistant""},{""content"": ""ترجم: واش ناقدار ناخود كايپيرينها, عافاك"", ""role"": ""user""},{""content"": ""May I have a caipirinha, please?"", ""role"": ""assistant""},{""content"": ""ترجم: كايهضر بشّوييّا"", ""role"": ""user""},{""content"": ""He speaks slow"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_5663","[{""content"": ""ترجم من الدارجة للإنجليزية: كيتمثل التلقيح المتبادل فنقل حبوب اللقاح من المتك الخاص بوحدة من الوردات للميسم الخاص بوردة أخرى كاينة في مجموعة مختلفة من النوع نفسه."", ""role"": ""user""},{""content"": ""Cross-pollination is the transfer of pollen from the anther of one flower to the stigma of another flower on a different individual of the same species."", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_4311","[{""content"": ""ترجم من الدارجة للإنجليزية: في الواقع، ماكاينش شي حاجة وحدة مزيانة يتعلمها لواحد. فالتعلم كيوقع في التجربة بين المُتعلم والمعرفة المُقدَمة."", ""role"": ""user""},{""content"": ""In fact, there is not one good thing to learn.Learning takes place in the experience between the learner and the knowledge presented."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_7243","[{""content"": ""ترجم من الدارجة للإنجليزية: ولكن، نتيجة لتحسين عمليات تخزين الطعام وتناقص دور النساء في توفير الطعام للعائلة، ولاو تابعين للرجال بشكل متزايد."", ""role"": ""user""},{""content"": ""However, as food stores improved and women took on lesser roles in providing food for the family, they increasingly became subordinate to men."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_7497","[{""content"": ""ترجم من الدارجة للإنجليزية: أشنو خديتي?"", ""role"": ""user""},{""content"": ""What did you get?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_35565","[{""content"": ""ترجم من الدارجة للإنجليزية: واخّا تورّيني ف لخاريطا?"", ""role"": ""user""},{""content"": ""Can you show me on the map?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_8037","[{""content"": ""ترجم من الدارجة للإنجليزية: غادي ندير لقايلولا ديالي من باعد"", ""role"": ""user""},{""content"": ""I'll take my nap then"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_40101","[{""content"": ""ترجم من الدارجة للإنجليزية: مالك كاتشوف فييّا?"", ""role"": ""user""},{""content"": ""Why are you staring at me?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_32745","[{""content"": ""ترجم من الدارجة للإنجليزية: دار شوّايا"", ""role"": ""user""},{""content"": ""He had a barbecue"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_4041","[{""content"": ""ترجم من الدارجة للإنجليزية: هادشي موهيم بزاف"", ""role"": ""user""},{""content"": ""That's very interesting"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_few_shot","nllb-seed_few_shot_575","[{""content"": ""ترجم من الدارجة للإنجليزية: كاع التنوعات الحيوانية والنباتية اللي عاشت على الأرض انقرضت كاملة تقريبا دبا، و كيبان الانقراض هو المصير الحتمي لكاع الأنواع. <|assistant|> Nearly all animal and plant species that have lived on Earth are now extinct, and extinction appears to be the ultimate fate of all species. <|user|> ترجم من الدارجة للإنجليزية: كيفاش تكونات المجرات الأولى؟ <|assistant|> How did the first galaxies form? <|user|> ترجم من الدارجة للإنجليزية: كان أسلوب الكتاب اللاذع واللي كيتميز بالحنكة، وطبيعته الموجزة والدقيقة، ونثره الفني كان سبب في انتشاره عالميا. <|assistant|> The book achieved worldwide fame due to its irreverent and witty style, its concise and factually accurate nature, and its artistic prose. <|user|> ترجم من الدارجة للإنجليزية: صرح لويس مايلستون، مخرج فيلم تمرد على السفينة باونتي، بأن المديرين التنفيذيين ""كيستحقو العواقب المترتبة على اعطائهم ممثل سيئ، وطفل فظ، السيطرة الكاملة على تصوير فيلم باهظ الثمن""."", ""role"": ""user""},{""content"": ""Mutiny director Lewis Milestone claimed that the executives ""deserve what they get when they give a ham actor, a petulant child, complete control over an expensive picture."""", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_28563","[{""content"": ""ترجم من الدارجة للإنجليزية: أُتعتي لراساك تاجريبا شافاهيا"", ""role"": ""user""},{""content"": ""and give yourself an oral experience"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_495","[{""content"": ""ترجم من الدارجة للإنجليزية: كتبت لورين باكال في سيرتها الذاتية أنه كان دايما عيد ميلاد بوجارت كيحتفلو بيه في عيد الميلاد، و قالت انه كان غير كيفك بشأن خداعه من أجل الهدية كل عام."", ""role"": ""user""},{""content"": ""Lauren Bacall wrote in her autobiography that Bogart's birthday was always celebrated on Christmas Day, saying that he joked about being cheated out of a present every year."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_38955","[{""content"": ""ترجم من الدارجة للإنجليزية: بغيتي بطاطا فريت معاهوم, تاهيا?"", ""role"": ""user""},{""content"": ""Do you want french fries with them, too?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_43029","[{""content"": ""ترجم من الدارجة للإنجليزية: كنت هي كنضحك معاك!"", ""role"": ""user""},{""content"": ""I was just kidding!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_32451","[{""content"": ""ترجم من الدارجة للإنجليزية: جمع لدواير الزمان"", ""role"": ""user""},{""content"": ""Saving for rainy days"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_8481","[{""content"": ""ترجم من الدارجة للإنجليزية: الكواكب المصغرة على مسافة وحدة فلكية (AU) واحدة وهي المسافة اللي بين الأرض والشمس، ومساهمتش بحتى شي ماء للأرض حيث السديم الشمسي كان سخون بزاف لتكون الثلج، وكانت عملية ترطيب الصخور ببخار الماء غتاخد وقت طويل."", ""role"": ""user""},{""content"": ""Planetesimals at a distance of 1 astronomical unit (AU), the distance of the Earth from the Sun, probably did not contribute any water to the Earth because the solar nebula was too hot for ice to form and the hydration of rocks by water vapor would have taken too long."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_5055","[{""content"": ""ترجم من الدارجة للإنجليزية: كنت كانضن غادي نعرد علا أسّيا, كاتعرفها."", ""role"": ""user""},{""content"": ""I thought I'd invite Assia, you know her."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_43311","[{""content"": ""ترجم من الدارجة للإنجليزية: واش دوّزتي نهار خايب?"", ""role"": ""user""},{""content"": ""Have you had a bad day?"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_255","[{""content"": ""ترجم من الدارجة للإنجليزية: الحدث الفني كان غير جزء من الحملة لي دارها المجلس ديال مدينةْ بوخاريست و لي فيه كانو كيحاولو من خلالها باش يعطيو واحد الصورة للعاصمة الرومانية على انها مدينة إبداعية و فيها اللوان بزاف."", ""role"": ""user""},{""content"": ""The artistic event is also part of a campaign by the Bucharest City Hall that seeks to relaunch the image of the Romanian capital as a creative and colourful metropolis."", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_663","[{""content"": ""ترجم من الدارجة للإنجليزية: زهار خايب <|assistant|> Bad luck. <|user|> ترجم من الدارجة للإنجليزية: واش تانهضرو علا السياسا لبريطانيا أُلا لفرانساويا? <|assistant|> Are we talking about British or French politics? <|user|> ترجم من الدارجة للإنجليزية: واش مومكين نسوّلك? <|assistant|> Can I ask you something? <|user|> ترجم من الدارجة للإنجليزية: واخا أنا مشووش شوييا حيت عندهوم فرّان فطيّارا"", ""role"": ""user""},{""content"": ""Although I'm a bit worried about the fact that they have ovens onboard"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_20835","[{""content"": ""ترجم من الدارجة للإنجليزية: الله يرحمو"", ""role"": ""user""},{""content"": ""may God bless his soul"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_32283","[{""content"": ""ترجم من الدارجة للإنجليزية: أه غادي تكون مومتيعا"", ""role"": ""user""},{""content"": ""Ah yes, she would be good fun"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_381","[{""content"": ""ترجم من الدارجة للإنجليزية: تا واحد ماكان داخل الشقة."", ""role"": ""user""},{""content"": ""No one was inside the apartment."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3121","[{""content"": ""ترجم من الدارجة للإنجليزية: بحال التعريفات الأخرى للنظريات، بما فيها نظرية بوبر، كيوضح كيتشر بلي النظرية خاصها تتضمن عبارات ليها عواقب يمكن ملاحظتها."", ""role"": ""user""},{""content"": ""Like other definitions of theories, including Popper's, Kitcher makes it clear that a theory must include statements that have observational consequences."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_29493","[{""content"": ""ترجم من الدارجة للإنجليزية: كانتمانا يخماج فلحبس حياتو كاملا"", ""role"": ""user""},{""content"": ""I hope he can rot in jail for the rest of his life"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_1791","[{""content"": ""ترجم من الدارجة للإنجليزية: خسّني نسا ل أحاسيس ديالي!"", ""role"": ""user""},{""content"": ""I have to get over my emotions!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_31053","[{""content"": ""ترجم من الدارجة للإنجليزية: عمّرك مشيتي ل فرانسا?"", ""role"": ""user""},{""content"": ""Have you ever gone to France?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_8703","[{""content"": ""ترجم من الدارجة للإنجليزية: في عام 1860، قام ديزيريه شارناي بمسح تشيشين إيتزا وخذا بزاف ديال تصاور لي نشرها في سيتيس إي رونيس أميريكانيس (1863)."", ""role"": ""user""},{""content"": ""In 1860, Désiré Charnay surveyed Chichén Itzá and took numerous photographs that he published in Cités et ruines américaines (1863)."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_22413","[{""content"": ""ترجم من الدارجة للإنجليزية: كايجيب ليا الجوع!"", ""role"": ""user""},{""content"": ""It makes me hungry!"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_2577","[{""content"": ""ترجم من الدارجة للإنجليزية: هووّا تولد ف إفريقيا <|assistant|> He was born in Africa <|user|> ترجم من الدارجة للإنجليزية: كانفضّل تقاشر ديال لقطن <|assistant|> I prefer cotton socks <|user|> ترجم من الدارجة للإنجليزية: مابغيتش نصْدّعك <|assistant|> I don't want to bother you <|user|> ترجم من الدارجة للإنجليزية: واش هووّا?"", ""role"": ""user""},{""content"": ""is it him?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_22527","[{""content"": ""ترجم من الدارجة للإنجليزية: يامكن ليك تحاول تقناع شيرير لكبير بهاد أنيا بغات فلوسها سافي, أُ نتا شاخص لواحيد ليكايبغيها بسّاح"", ""role"": ""user""},{""content"": ""You could try to convince the big pervert this Anya only wants her money, and that you're the only person who really loves her!"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_few_shot","nllb-seed_few_shot_329","[{""content"": ""ترجم من الدارجة للإنجليزية: فشي أوقات من بعد، كلفو الرهبان هما ل يدربو الإداريين ورجال الكنيسة. <|assistant|> In later periods, monks were used for training administrators and churchmen. <|user|> ترجم من الدارجة للإنجليزية: تشهر رينولدز بزاف بعد ما طوّر مدينة ملاهي دريم لاند في كوني آيلاند قبل ما ينخارط في التخطيط للمبنى. <|assistant|> Prior to his involvement in planning the building, Reynolds was best known for developing Coney Island's Dreamland amusement park. <|user|> ترجم من الدارجة للإنجليزية: في الاستخدام الحديث، كتعرف العمارة على انها فن وانضباط لابتكار أو استنتاج خطة ضمنية أو ظاهرة لكائن أو نظام معقد. <|assistant|> In modern usage, architecture is the art and discipline of creating, or inferring an implied or apparent plan of, a complex object or system. <|user|> ترجم من الدارجة للإنجليزية: حتى مجموعة متودر تكون وحدا أو لوخرى بشكل حصري."", ""role"": ""user""},{""content"": ""No group is exclusively one or the other."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_12813","[{""content"": ""ترجم من الدارجة للإنجليزية: شمن كارت ڭيشي علاش بيتينا نخدمو?"", ""role"": ""user""},{""content"": ""What credit cards do you want us to work on?"", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_2853","[{""content"": ""ترجم من الدارجة للإنجليزية: كاين بزاف نتاع النظريات على كيفاش جات السنسكريتية. وحدة كنهضر على هجرة نتاع واحد لأريان من الغرب للهند واللي جابو معهم اللغة ديالهم."", ""role"": ""user""},{""content"": ""There are many theories to how Sanskrit came into existence. One of them is about an Aryan migration from the west into India who brought their language with them."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_10305","[{""content"": ""ترجم من الدارجة للإنجليزية: مسا لخير, عازيزي!"", ""role"": ""user""},{""content"": ""Good evening, my dear!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_21819","[{""content"": ""ترجم من الدارجة للإنجليزية: هاد الرجال"", ""role"": ""user""},{""content"": ""these men"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_17025","[{""content"": ""ترجم من الدارجة للإنجليزية: أها... كمّل."", ""role"": ""user""},{""content"": ""Uh huh... go on."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_39597","[{""content"": ""ترجم من الدارجة للإنجليزية: ماكانحملهاش"", ""role"": ""user""},{""content"": ""I don't like it"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_26589","[{""content"": ""ترجم من الدارجة للإنجليزية: أُ أشنو كادير من غير هادشي?"", ""role"": ""user""},{""content"": ""And what do you do otherwise?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_43593","[{""content"": ""ترجم من الدارجة للإنجليزية: مشا ل متحف ل عولوم"", ""role"": ""user""},{""content"": ""He went to a science museum"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_21249","[{""content"": ""ترجم من الدارجة للإنجليزية: شوف لجانيب لموشريق"", ""role"": ""user""},{""content"": ""Look at the bright side"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_385","[{""content"": ""ترجم من الدارجة للإنجليزية: كتتضمن أدوات التخطيط، من غير التصميم الأصلي للمدينة نفسها، استثمار رأس المال العام في البنية التحتية وأنظمة التحكم في استخدام الأراضي بحال تقسيم المناطق."", ""role"": ""user""},{""content"": ""Planning tools, beyond the original design of the city itself, include public capital investment in infrastructure and land-use controls such as zoning."", ""role"": ""assistant""}]","dr_en","null"
"flores+","flores+_1587","[{""content"": ""ترجم من الدارجة للإنجليزية: خاس تبدل البولة نتاع الضو. ضروري نردو لبال فاش نبغيو نبدلو لبولة نتاع الضو."", ""role"": ""user""},{""content"": ""The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9045","[{""content"": ""ترجم من الدارجة للإنجليزية: واش كاتخاف من الضلام?"", ""role"": ""user""},{""content"": ""Are you scared of the dark?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_7637","[{""content"": ""ترجم من الدارجة للإنجليزية: ليوناردو بروني لي تيتعتبر عالم الإنسانية المشهور في زمانو ومستشار فلورنسا، عاود ترجم أخلاقيات أرسطو للغة لاتينية ساهلة بزاف وبلغة اصطلاحية وكلاسيكية بين عامي 1416 و1417."", ""role"": ""user""},{""content"": ""In 1416–1417, Leonardo Bruni, the pre-eminent humanist of his time and chancellor of Florence, re-translated Aristotle's Ethics into a more flowing, idiomatic and classical Latin."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_15669","[{""content"": ""ترجم من الدارجة للإنجليزية: إمتا كاتحلّ لبانكا"", ""role"": ""user""},{""content"": ""when does the bank open"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9357","[{""content"": ""ترجم من الدارجة للإنجليزية: راك قريب تسالي أوال تسافيرا ليك ف الطييارا!"", ""role"": ""user""},{""content"": ""You almost finished your first flight!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_37947","[{""content"": ""ترجم من الدارجة للإنجليزية: أش بالّيك?"", ""role"": ""user""},{""content"": ""What do you think?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_32481","[{""content"": ""ترجم من الدارجة للإنجليزية: واش نتوما من ميريكان?"", ""role"": ""user""},{""content"": ""Are you from the U.S.?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_465","[{""content"": ""ترجم من الدارجة للإنجليزية: هذا العلم الحديث شرع بعرض نفسو باعتبارو شرح ""لقوانين الطبيعة""."", ""role"": ""user""},{""content"": ""This new science began to see itself as describing ""laws of nature""."", ""role"": ""assistant""}]","dr_en","null"
